Quotazioni Fantacalcio Stagione 2018 19,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
350,P,Por,Donnarumma G.,Milan,17,12,5,17,12,5,0,0
453,P,Por,Szczesny,Juventus,17,18,-1,17,18,-1,0,0
250,P,Por,Handanovic,Inter,15,16,-1,15,16,-1,0,0
2179,P,Por,Sirigu,Torino,15,11,4,15,11,4,0,0
509,P,Por,Consigli,Sassuolo,14,9,5,14,9,5,0,0
572,P,Por,Meret,Napoli,12,14,-2,12,14,-2,0,0
1934,P,Por,Strakosha,Lazio,12,12,0,12,12,0,0,0
2178,P,Por,Cragno,Cagliari,12,8,4,12,8,4,0,0
1843,P,Por,Radu I.,Genoa,11,1,10,12,1,11,0,0
2387,P,Por,Lafont,Fiorentina,11,10,1,12,10,2,0,0
2792,P,Por,Musso,Udinese,11,8,3,11,8,3,0,0
41,P,Por,Mirante,Roma,10,1,9,10,1,9,0,0
133,P,Por,Skorupski,Bologna,10,9,1,10,9,1,0,0
484,P,Por,Viviano,SPAL,10,8,2,10,8,2,0,0
610,P,Por,Gollini,Atalanta,10,1,9,10,1,9,0,0
761,P,Por,Audero,Sampdoria,10,9,1,11,9,2,0,0
2836,P,Por,Olsen,Roma,9,14,-5,10,14,-4,0,0
413,P,Por,Sorrentino,Chievo,8,9,-1,9,9,0,0,0
1917,P,Por,Dragowski,Empoli,8,1,7,9,1,8,0,0
159,P,Por,Sepe,Parma,7,6,1,9,6,3,0,0
316,P,Por,Berisha,Atalanta,7,12,-5,7,12,-5,0,0
540,P,Por,Gomis A,SPAL,7,1,6,8,1,7,0,0
2468,P,Por,Ospina,Napoli,7,1,6,7,1,6,0,0
4,P,Por,Sportiello,Frosinone,6,6,0,8,6,2,0,0
2815,P,Por,Terracciano,Fiorentina,5,1,4,5,1,4,0,0
218,P,Por,Perin,Juventus,4,1,3,4,1,3,0,0
318,P,Por,Marchetti,Genoa,4,10,-6,5,10,-5,0,0
387,P,Por,Reina,Milan,4,1,3,4,1,3,0,0
570,P,Por,Karnezis,Napoli,4,1,3,5,1,4,0,0
2814,P,Por,Provedel,Empoli,4,6,-2,5,6,-1,0,0
2861,P,Por,Semper,Chievo,4,1,3,5,1,4,0,0
386,P,Por,Rafael Cabral,Sampdoria,3,1,2,3,1,2,0,0
542,P,Por,Ichazo,Torino,3,1,2,3,1,2,0,0
4325,P,Por,Jandrei,Genoa,3,2,1,3,2,1,0,0
510,P,Por,Pegolo,Sassuolo,2,1,1,2,1,1,0,0
799,P,Por,Bardi,Frosinone,2,1,1,2,1,1,0,0
40,P,Por,Da Costa,Bologna,1,1,0,1,1,0,0,0
97,P,Por,Seculin,Chievo,1,1,0,1,1,0,0,0
216,P,Por,Donnarumma An.,Milan,1,1,0,1,1,0,0,0
248,P,Por,Berni,Inter,1,1,0,1,1,0,0,0
317,P,Por,Guerrieri,Lazio,1,1,0,1,1,0,0,0
543,P,Por,Padelli,Inter,1,1,0,1,1,0,0,0
611,P,Por,Rafael,Cagliari,1,1,0,1,1,0,0,0
673,P,Por,Perisan,Udinese,1,1,0,1,1,0,0,0
720,P,Por,Belec,Sampdoria,1,1,0,1,1,0,0,0
1930,P,Por,Pinsoglio,Juventus,1,1,0,1,1,0,0,0
1941,P,Por,Fulignati,SPAL,1,1,0,1,1,0,0,0
1946,P,Por,Aresti,Cagliari,1,1,0,1,1,0,0,0
2091,P,Por,Plizzari,Milan,1,1,0,1,1,0,0,0
2127,P,Por,Satalino,Sassuolo,1,1,0,1,1,0,0,0
2249,P,Por,Santurro,Bologna,1,1,0,1,1,0,0,0
2256,P,Por,Poluzzi,SPAL,1,1,0,1,1,0,0,0
2271,P,Por,Nicolas,Udinese,1,1,0,1,1,0,0,0
2297,P,Por,Rossi F.,Atalanta,1,1,0,1,1,0,0,0
2761,P,Por,Vodisek,Genoa,1,1,0,1,1,0,0,0
2770,P,Por,Proto,Lazio,1,1,0,1,1,0,0,0
2781,P,Por,Fuzato,Roma,1,1,0,1,1,0,0,0
2790,P,Por,Rosati,Torino,1,1,0,1,1,0,0,0
2799,P,Por,Frattali,Parma,1,1,0,1,1,0,0,0
2862,P,Por,Iacobucci,Frosinone,1,1,0,1,1,0,0,0
2874,P,Por,Ghidotti,Fiorentina,1,1,0,1,1,0,0,0
2875,P,Por,Bagheria,Parma,1,1,0,1,1,0,0,0
4328,P,Por,Perucchini,Empoli,1,1,0,1,1,0,0,0
4336,P,Por,Brazao,Parma,1,1,0,1,1,0,0,0
4351,P,Por,Brancolini,Fiorentina,1,1,0,1,1,0,0,0
392,D,Dc,Koulibaly,Napoli,17,17,0,17,17,0,0,0
2214,D,Ds;E,Kolarov,Roma,17,17,0,17,17,0,0,0
226,D,Dd;Dc,Izzo,Torino,15,9,6,16,10,6,0,0
322,D,Dc,De Vrij,Inter,14,17,-3,14,17,-3,0,0
662,D,Ds;E,Alex Sandro,Juventus,14,17,-3,14,17,-3,0,0
706,D,Dd;Ds;E,Ansaldi,Torino,14,11,3,14,12,2,0,0
798,D,Dc,Skriniar,Inter,14,16,-2,14,16,-2,0,0
2288,D,Dc,N'koulou,Torino,14,12,2,14,12,2,0,0
288,D,Dc,Chiellini,Juventus,13,12,1,13,12,1,0,0
460,D,Dc,Romagnoli,Milan,13,10,3,13,10,3,0,0
464,D,Dd;E,Florenzi,Roma,13,14,-1,13,14,-1,0,0
487,D,Dd;E,De Silvestri,Torino,13,14,-1,13,14,-1,0,0
513,D,Dc,Acerbi,Lazio,13,12,1,13,12,1,0,0
2130,D,Dd;E,Hateboer,Atalanta,13,8,5,13,8,5,0,0
2160,D,Ds;E,Gosens,Atalanta,13,7,6,13,7,6,0,0
2296,D,Dc,Mancini,Atalanta,13,8,5,13,8,5,0,0
