Quotazioni Fantacalcio Stagione 2016 17,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
453,P,Por,Szczesny,Roma,15,14,1,15,14,1,0,0
387,P,Por,Reina,Napoli,14,14,0,14,14,0,0,0
250,P,Por,Handanovic,Inter,13,14,-1,13,14,-1,0,0
282,P,Por,Buffon,Juventus,13,18,-5,13,18,-5,0,0
350,P,Por,Donnarumma G.,Milan,13,12,1,13,12,1,0,0
509,P,Por,Consigli,Sassuolo,13,12,1,13,12,1,0,0
1889,P,Por,Cordaz,Crotone,13,6,7,13,6,7,0,0
133,P,Por,Skorupski,Empoli,10,9,1,10,9,1,0,0
316,P,Por,Berisha,Atalanta,10,8,2,10,8,2,0,0
41,P,Por,Mirante,Bologna,8,10,-2,8,10,-2,0,0
160,P,Por,Tatarusanu,Fiorentina,8,12,-4,8,12,-4,0,0
413,P,Por,Sorrentino,Chievo,8,10,-2,8,10,-2,0,0
484,P,Por,Viviano,Sampdoria,8,11,-3,8,11,-3,0,0
570,P,Por,Karnezis,Udinese,8,9,-1,8,9,-1,0,0
611,P,Por,Rafael,Cagliari,8,1,7,8,1,7,0,0
217,P,Por,Lamanna,Genoa,7,2,5,7,2,5,0,0
2084,P,Por,Hart,Torino,6,11,-5,6,11,-5,0,0
318,P,Por,Marchetti,Lazio,5,5,0,5,5,0,0,0
1934,P,Por,Strakosha,Lazio,5,1,4,5,1,4,0,0
1941,P,Por,Fulignati,Palermo,5,1,4,5,1,4,0,0
40,P,Por,Da Costa,Bologna,4,1,3,4,1,3,0,0
218,P,Por,Perin,Genoa,4,10,-6,4,10,-6,0,0
483,P,Por,Puggioni,Sampdoria,4,1,3,4,1,3,0,0
610,P,Por,Gollini,Atalanta,4,1,3,4,1,3,0,0
1947,P,Por,Fiorillo,Pescara,4,1,3,4,1,3,0,0
283,P,Por,Neto,Juventus,3,1,2,3,1,2,0,0
97,P,Por,Seculin,Chievo,2,1,1,2,1,1,0,0
574,P,Por,Scuffet,Udinese,2,1,1,2,1,1,0,0
4,P,Por,Sportiello,Fiorentina,1,10,-9,1,10,-9,0,0
42,P,Por,Sarr M.,Bologna,1,1,0,1,1,0,0,0
95,P,Por,Bizzarri,Pescara,1,7,-6,1,7,-6,0,0
96,P,Por,Bressan,Chievo,1,1,0,1,1,0,0,0
131,P,Por,Pelagotti,Empoli,1,2,-1,1,2,-1,0,0
132,P,Por,Pugliesi,Empoli,1,1,0,1,1,0,0,0
159,P,Por,Sepe,Napoli,1,1,0,1,1,0,0,0
248,P,Por,Berni,Inter,1,1,0,1,1,0,0,0
249,P,Por,Carrizo,Inter,1,1,0,1,1,0,0,0
284,P,Por,Rubinho,Genoa,1,1,0,1,1,0,0,0
385,P,Por,Gabriel,Cagliari,1,1,0,1,1,0,0,0
386,P,Por,Rafael Cabral,Napoli,1,1,0,1,1,0,0,0
451,P,Por,Lobont,Roma,1,1,0,1,1,0,0,0
510,P,Por,Pegolo,Sassuolo,1,1,0,1,1,0,0,0
512,P,Por,Pomini,Sassuolo,1,1,0,1,1,0,0,0
543,P,Por,Padelli,Torino,1,2,-1,1,2,-1,0,0
673,P,Por,Perisan,Udinese,1,1,0,1,1,0,0,0
761,P,Por,Audero,Juventus,1,1,0,1,1,0,0,0
800,P,Por,Posavec,Palermo,1,6,-5,1,6,-5,0,0
821,P,Por,Marson,Palermo,1,1,0,1,1,0,0,0
1846,P,Por,Mazzini,Atalanta,1,1,0,1,1,0,0,0
1862,P,Por,Colombo R.,Cagliari,1,1,0,1,1,0,0,0
1863,P,Por,Storari,Milan,1,8,-7,1,8,-7,0,0
1890,P,Por,Festa,Crotone,1,1,0,1,1,0,0,0
1917,P,Por,Dragowski,Fiorentina,1,1,0,1,1,0,0,0
1921,P,Por,Zima L.,Genoa,1,1,0,1,1,0,0,0
1935,P,Por,Vargic,Lazio,1,1,0,1,1,0,0,0
1945,P,Por,Aldegani,Pescara,1,1,0,1,1,0,0,0
1964,P,Por,Alisson,Roma,1,2,-1,1,2,-1,0,0
2091,P,Por,Plizzari,Milan,1,1,0,1,1,0,0,0
2092,P,Por,Coppola D,Torino,1,1,0,1,1,0,0,0
2096,P,Por,Cucchietti,Torino,1,1,0,1,1,0,0,0
2127,P,Por,Satalino,Fiorentina,1,1,0,1,1,0,0,0
2134,P,Por,Falcone,Sampdoria,1,1,0,1,1,0,0,0
2156,P,Por,Crosta,Cagliari,1,1,0,0,0,0,0,0
11,D,Dd;E,Conti,Atalanta,16,8,8,16,8,8,0,0
513,D,Dc,Acerbi,Sassuolo,16,13,3,16,13,3,0,0
423,D,Dd;E,Rispoli,Palermo,14,5,9,14,5,9,0,0
15,D,Dd;Dc,Masiello,Atalanta,13,6,7,13,6,7,0,0
1847,D,Dc,Caldara,Atalanta,13,1,12,13,1,12,0,0
2016,D,Dc,Fazio,Roma,13,8,5,13,8,5,0,0
286,D,Dc,Bonucci,Juventus,12,14,-2,12,14,-2,0,0
392,D,Dc,Koulibaly,Napoli,12,11,1,12,11,1,0,0
662,D,Ds;E,Alex Sandro,Juventus,12,15,-3,12,15,-3,0,0
322,D,Dc,De Vrij,Lazio,11,10,1,11,10,1,0,0
1895,D,Dc,Ferrari G.,Crotone,11,5,6,11,5,6,0,0
166,D,Ds;E,Pasqual,Empoli,10,7,3,10,7,3,0,0
459,D,Dc,Manolas,Roma,10,11,-1,10,11,-1,0,0
492,D,Dc,Silvestre,Sampdoria,10,6,4,10,6,4,0,0
546,D,Dd;E,Bruno Peres,Roma,10,13,-3,10,13,-3,0,0
695,D,Dc,Toloi,Atalanta,10,7,3,10,7,3,0,0
140,D,Dd;Ds;E,Hysaj,Napoli,9,9,0,9,9,0,0,0
253,D,Dd;Ds;E,D'ambrosio,Inter,9,7,2,9,7,2,0,0
388,D,Dc,Albiol,Napoli,9,9,0,9,9,0,0,0
390,D,Ds;E,Ghoulam,Napoli,9,9,0,9,9,0,0,0
417,D,Ds;E,Emerson P.,Roma,9,3,6,9,3,6,0,0
554,D,Dd;E,Zappacosta,Torino,9,6,3,9,6,3,0,0
588,D,Dd;E,Widmer,Udinese,9,10,-1,9,10,-1,0,0
1891,D,Dd;Dc,Ceccherini,Crotone,9,5,4,9,5,4,0,0
257,D,Dc,Miranda,Inter,8,11,-3,8,11,-3,0,0
288,D,Ds;Dc,Chiellini,Juventus,8,13,-5,8,13,-5,0,0
291,D,E;M,Isla,Cagliari,8,5,3,8,5,3,0,0
292,D,Dd;E,Lichtsteiner,Juventus,8,10,-2,8,10,-2,0,0
319,D,Dd;E,Basta,Lazio,8,5,3,8,5,3,0,0
460,D,Dc,Romagnoli,Milan,8,9,-1,8,9,-1,0,0
552,D,Ds;Dc,Moretti,Torino,8,6,2,8,6,2,0,0
578,D,Dc,Danilo Lar.,Udinese,8,7,1,8,7,1,0,0
642,D,Dc,Astori,Fiorentina,8,8,0,8,8,0,0,0
656,D,Dc,Rudiger,Roma,8,6,2,8,6,2,0,0
1896,D,Ds;E,Martella,Crotone,8,6,2,8,6,2,0,0
1931,D,Dc,Benatia,Juventus,8,12,-4,8,12,-4,0,0
1952,D,Dd;Ds;E,Zampano,Pescara,8,6,2,8,6,2,0,0
167,D,Dc,Rodriguez Go,Fiorentina,7,14,-7,7,14,-7,0,0
198,D,Dd;E,Rosi,Crotone,7,3,4,7,3,4,0,0
285,D,Dc,Barzagli,Juventus,7,10,-3,7,10,-3,0,0
360,D,Dc,Paletta,Milan,7,6,1,7,6,1,0,0
708,D,Dc,Felipe,Udinese,7,6,1,7,6,1,0,0
798,D,Dc,Skriniar,Sampdoria,7,4,3,7,4,3,0,0
1869,D,Dd;Dc,Pisacane,Cagliari,7,2,5,7,2,5,0,0
1932,D,Dd;E,Dani Alves,Juventus,7,12,-5,7,12,-5,0,0
1979,D,Ds;E,Barreca,Torino,7,1,6,7,1,6,0,0
48,D,Dc,Maietta,Bologna,6,5,1,6,5,1,0,0
54,D,Dd;Dc,Rossettini,Torino,6,6,0,6,6,0,0,0
99,D,Dd;Ds;E,Cacciatore,Chievo,6,6,0,6,6,0,0,0
105,D,Ds;E,Gobbi,Chievo,6,5,1,6,5,1,0,0
138,D,Ds;Dc,Costa,Empoli,6,6,0,6,6,0,0,0
294,D,Dc,Rugani,Juventus,6,5,1,6,5,1,0,0
324,D,Dc,Hoedt,Lazio,6,3,3,6,3,3,0,0
418,D,Dc,Goldaniga,Palermo,6,6,0,6,6,0,0,0
461,D,Dd;Ds,Torosidis,Bologna,6,3,3,6,3,3,0,0
464,D,E;C;W,Florenzi,Roma,6,17,-11,6,17,-11,0,0
487,D,Dd;E,De Silvestri,Torino,6,10,-4,6,10,-4,0,0
490,D,Ds;Dc;E,Regini,Sampdoria,6,3,3,6,3,3,0,0
521,D,Ds;Dc;E,Peluso,Sassuolo,6,7,-1,6,7,-1,0,0
663,D,Dd;E,Krafth,Bologna,6,1,5,6,1,5,0,0
780,D,Dc,Cionek,Palermo,6,3,3,6,3,3,0,0
790,D,Dc,Samir,Udinese,6,1,5,6,1,5,0,0
1868,D,Ds;E,Murru,Cagliari,6,6,0,6,6,0,0,0
1999,D,Ds;E,Lukaku J.,Lazio,6,5,1,6,5,1,0,0
2006,D,Dd;E,Lirola,Sassuolo,6,3,3,6,3,3,0,0
2051,D,Ds;E,Aleesami,Palermo,6,5,1,6,5,1,0,0
47,D,Dc,Gastaldello,Bologna,5,7,-2,5,7,-2,0,0
49,D,Ds;E,Masina,Bologna,5,8,-3,5,8,-3,0,0
104,D,Dc,Gamberini,Chievo,5,6,-1,5,6,-1,0,0
141,D,Dd;E,Laurini,Empoli,5,5,0,5,5,0,0,0
222,D,Dc,Burdisso,Genoa,5,6,-1,5,6,-1,0,0
226,D,Dd;Dc,Izzo,Genoa,5,6,-1,5,6,-1,0,0
251,D,Dc,Andreolli,Inter,5,3,2,5,3,2,0,0
256,D,Ds;Dc,Juan Jesus,Roma,5,8,-3,5,8,-3,0,0
329,D,Ds;Dc,Radu,Lazio,5,5,0,5,5,0,0,0
358,D,Dd;Ds;E,De Sciglio,Milan,5,7,-2,5,7,-2,0,0
365,D,Dc,Zapata C.,Milan,5,5,0,5,5,0,0,0
414,D,Dc,Andelkovic,Palermo,5,3,2,5,3,2,0,0
516,D,Dc,Cannavaro,Sassuolo,5,7,-2,5,7,-2,0,0
640,D,Dd;Dc,Chiriches,Napoli,5,4,1,5,4,1,0,0
706,D,Dd;Ds;E,Ansaldi,Inter,5,10,-5,5,10,-5,0,0
1864,D,Dc,Bruno Alves,Cagliari,5,6,-1,5,6,-1,0,0
1898,D,Dd;Dc;E,Sampirisi,Crotone,5,4,1,5,4,1,0,0
1912,D,Dc,Bellusci,Empoli,5,5,0,5,5,0,0,0
1984,D,Dc,Angella,Udinese,5,4,1,5,4,1,0,0
2007,D,Dc,Wallace,Lazio,5,8,-3,5,8,-3,0,0
2060,D,Ds;E,Milic,Fiorentina,5,4,1,5,4,1,0,0
2104,D,Dd;E,Bereszynski,Sampdoria,5,4,1,5,4,1,0,0
50,D,Dd;E,Mbaye,Bologna,4,4,0,4,4,0,0,0
78,D,Dc,Spolli,Chievo,4,3,1,4,3,1,0,0
100,D,Dc,Cesar,Chievo,4,5,-1,4,5,-1,0,0
101,D,Dc,Dainelli,Chievo,4,3,1,4,3,1,0,0
252,D,Ds;E,Biraghi,Pescara,4,5,-1,4,5,-1,0,0
259,D,Dc,Murillo,Inter,4,10,-6,4,10,-6,0,0
262,D,Dd;Ds;E,Santon,Inter,4,3,1,4,3,1,0,0
323,D,Dc,Gentiletti,Genoa,4,5,-1,4,5,-1,0,0
353,D,Dd;E,Abate,Milan,4,9,-5,4,9,-5,0,0
357,D,Dd;E,Calabria,Milan,4,3,1,4,3,1,0,0
395,D,Ds;E,Strinic,Napoli,4,3,1,4,3,1,0,0
493,D,Ds;Dc,Zukanovic,Atalanta,4,7,-3,4,7,-3,0,0
1938,D,Ds;E,Vangioni,Milan,4,3,1,4,3,1,0,0
1948,D,Dd;Dc,Campagnaro,Pescara,4,5,-1,4,5,-1,0,0
2083,D,Dd;Dc,Biraschi,Genoa,4,3,1,4,3,1,0,0
2087,D,Ds;E,Olivera M.,Fiorentina,4,8,-4,4,8,-4,0,0
103,D,Dd;Ds,Frey,Chievo,3,3,0,3,3,0,0,0
169,D,Dd;Dc,Tomovic,Fiorentina,3,5,-2,3,5,-2,0,0
260,D,Dd;Ds;E,Nagatomo,Inter,3,5,-2,3,5,-2,0,0
327,D,Dd;E,Patric,Lazio,3,4,-1,3,4,-1,0,0
356,D,Ds;E,Antonelli,Milan,3,11,-8,3,11,-8,0,0
419,D,Dc,Gonzalez G,Palermo,3,5,-2,3,5,-2,0,0
491,D,Dc,Salamon,Cagliari,3,4,-1,3,4,-1,0,0
517,D,Ds;Dc,Dell'orco,Sassuolo,3,2,1,3,2,1,0,0
519,D,Dd;E,Gazzola,Sassuolo,3,5,-2,3,5,-2,0,0
545,D,Dc,Bovo,Pescara,3,3,0,3,3,0,0,0
551,D,Ds;E,Molinaro,Torino,3,3,0,3,3,0,0,0
1949,D,Dc,Fornasier,Pescara,3,4,-1,3,4,-1,0,0
2052,D,Dc,Gomez G,Milan,3,8,-5,3,8,-5,0,0
2064,D,Dd;Ds;Dc,Veseli,Empoli,3,4,-1,3,4,-1,0,0
16,D,E,Raimondi,Atalanta,2,2,0,2,2,0,0,0
52,D,Dc,Oikonomou,Bologna,2,5,-3,2,5,-3,0,0
134,D,Dc,Barba,Empoli,2,4,-2,2,4,-2,0,0
