Quotazioni Fantacalcio Stagione 2020 21,,,,,,,,,,,,
Id,R,RM,Nome,Squadra,Qt.A,Qt.I,Diff.,Qt.A M,Qt.I M,Diff.M,FVM,FVM M
510,P,Por,Pegolo,Sassuolo,1,1,0,1,1,0,0,0
574,P,Por,Scuffet,Udinese,1,1,0,1,1,0,0,0
1921,P,Por,Zima L.,Genoa,1,1,0,1,1,0,0,0
1946,P,Por,Aresti,Cagliari,1,1,0,1,1,0,0,0
2297,P,Por,Rossi F.,Atalanta,1,1,0,1,1,0,0,0
2722,P,Por,Ravaglia F.,Bologna,1,1,0,1,1,0,0,0
2790,P,Por,Rosati,Fiorentina,1,1,0,1,1,0,0,0
2845,P,Por,Contini,Napoli,1,1,0,1,1,0,0,0
4351,P,Por,Brancolini,Fiorentina,1,1,0,1,1,0,0,0
4523,P,Por,Avogadri,Sampdoria,1,1,0,1,1,0,0,0
4867,P,Por,Turati,Sassuolo,1,1,0,1,1,0,0,0
4883,P,Por,Breza,Bologna,1,1,0,1,1,0,0,0
4929,P,Por,Ciocci,Cagliari,1,1,0,1,1,0,0,0
4955,P,Por,Gori P.,Benevento,1,1,0,1,1,0,0,0
4956,P,Por,Manfredini,Benevento,1,1,0,1,1,0,0,0
4977,P,Por,Ravaglia,Sampdoria,1,1,0,1,1,0,0,0
4981,P,Por,Krapikas,Spezia,1,1,0,1,1,0,0,0
5304,P,Por,Boer,Roma,1,1,0,1,1,0,0,0
5306,P,Por,Alia,Lazio,1,1,0,1,1,0,0,0
5333,P,Por,Gasparini,Udinese,1,1,0,1,1,0,0,0
5338,P,Por,Rinaldi,Parma,1,1,0,1,1,0,0,0
5345,P,Por,Farelli,Roma,1,1,0,1,1,0,0,0
4160,D,Dd;Ds;E,Hakimi,Inter,26,20,6,26,22,4,0,0
2160,D,E,Gosens,Atalanta,25,24,1,25,24,1,0,0
4292,D,Ds;E,Hernandez T.,Milan,21,21,0,21,21,0,0,0
554,D,Dd;E,Zappacosta,Genoa,17,6,11,17,6,11,0,0
798,D,Dc,Skriniar,Inter,17,8,9,17,8,9,0,0
254,D,Ds;E,Dimarco,Verona,16,4,12,16,4,12,0,0
697,D,Dd;E,Cuadrado,Juventus,16,13,3,16,13,3,0,0
2788,D,Dc,Bremer,Torino,15,7,8,16,6,10,0,0
4237,D,Dd;Ds;E,Danilo,Juventus,15,5,10,15,6,9,0,0
4307,D,Dc,Romero,Atalanta,15,9,6,15,9,6,0,0
581,D,Dd;E,Faraoni,Verona,14,14,0,14,15,-1,0,0
2180,D,Dd;E,Karsdorp,Roma,14,3,11,14,3,11,0,0
2296,D,Dc,Mancini,Roma,14,10,4,14,10,4,0,0
2525,D,Dd;Ds;E,Darmian,Inter,14,7,7,14,8,6,0,0
322,D,Dc,De Vrij,Inter,13,15,-2,13,15,-2,0,0
706,D,Ds;E,Ansaldi,Torino,13,8,5,13,8,5,0,0
357,D,Dd;Ds;E,Calabria,Milan,12,5,7,12,5,7,0,0
1852,D,Dd;Ds;E,Spinazzola,Roma,12,10,2,12,11,1,0,0
2280,D,Dc,Nuytinck,Udinese,12,8,4,12,8,4,0,0
2633,D,Dc,Kjaer,Milan,12,8,4,12,8,4,0,0
4428,D,Dc,De Ligt,Juventus,12,15,-3,12,15,-3,0,0
4751,D,Dc,Tomori,Milan,12,7,5,12,7,5,0,0
4998,D,Dd;E,Molina N.,Udinese,12,4,8,12,4,8,0,0
226,D,Dd;Dc,Izzo,Torino,11,10,1,11,11,0,0,0
662,D,Ds;E,Alex Sandro,Juventus,11,12,-1,11,12,-1,0,0
2120,D,Dc,Bastoni,Inter,11,12,-1,11,12,-1,0,0
2816,D,Dd;E,Di Lorenzo,Napoli,11,12,-1,11,12,-1,0,0
4895,D,Dc,Yoshida,Sampdoria,11,7,4,11,7,4,0,0
74,D,Dd;Ds;E,Letizia,Benevento,10,6,4,10,7,3,0,0
252,D,Ds;E,Biraghi,Fiorentina,10,8,2,10,8,2,0,0
787,D,Dc,Djimsiti,Atalanta,10,9,1,10,9,1,0,0
1895,D,Dc,Ferrari G.,Sassuolo,10,8,2,10,8,2,0,0
2130,D,Dd;E,Hateboer,Atalanta,10,11,-1,10,12,-2,0,0
4421,D,Ds;E,Augello,Sampdoria,10,7,3,10,7,3,0,0
253,D,Dd;Dc;E,D'ambrosio,Inter,9,8,1,9,10,-1,0,0
286,D,Dc,Bonucci,Juventus,9,13,-4,9,13,-4,0,0
513,D,Dc,Acerbi,Lazio,9,15,-6,9,15,-6,0,0
770,D,Ds;E,Pezzella Giu.,Parma,9,5,4,9,5,4,0,0
2164,D,Dd;Dc,Milenkovic,Fiorentina,9,14,-5,9,14,-5,0,0
2181,D,Dc,Palomino,Atalanta,9,9,0,9,9,0,0,0
2653,D,Ds;E,Lykogiannis,Cagliari,9,2,7,9,2,7,0,0
2784,D,Dc,Colley,Sampdoria,9,8,1,9,8,1,0,0
4409,D,Dd;Ds;Dc,Rrahmani,Napoli,9,7,2,9,7,2,0,0
5332,D,Ds;E,Bastoni S.,Spezia,9,1,8,9,1,8,0,0
392,D,Dc,Koulibaly,Napoli,8,14,-6,8,14,-6,0,0
695,D,Dc,Toloi,Atalanta,8,12,-4,8,12,-4,0,0
2315,D,Dd;Dc;E,Stryger Larsen,Udinese,8,9,-1,8,10,-2,0,0
2572,D,Dc,Godin,Cagliari,8,9,-1,8,9,-1,0,0
2739,D,Ds;E,Reca,Crotone,8,3,5,8,3,5,0,0
2759,D,Ds;Dc;E,Criscito,Genoa,8,14,-6,8,15,-7,0,0
4422,D,Dd;Dc,Tomiyasu,Bologna,8,8,0,8,9,-1,0,0
4899,D,Dd;Dc;E,Singo,Torino,8,2,6,8,3,5,0,0
140,D,Dd;Ds;E,Hysaj,Napoli,7,6,1,7,7,0,0,0
329,D,Ds;Dc,Radu,Lazio,7,8,-1,7,9,-2,0,0
459,D,Dc,Manolas,Napoli,7,13,-6,7,13,-6,0,0
790,D,Ds;Dc,Samir,Udinese,7,5,2,7,5,2,0,0
2104,D,Dd;E,Bereszynski,Sampdoria,7,5,2,7,5,2,0,0
2192,D,Dc,Bonifazi,Udinese,7,6,1,7,6,1,0,0
2214,D,Ds;Dc;E,Kolarov,Inter,7,14,-7,8,16,-8,0,0
2707,D,Dd;Ds;E,Young,Inter,7,12,-5,7,13,-6,0,0
2758,D,Dc,Gunter,Verona,7,7,0,7,7,0,0,0
4242,D,Dd;Ds;E,Dalot,Milan,7,4,3,7,4,3,0,0
4412,D,Dc,Rodrigo Becao,Udinese,7,6,1,7,6,1,0,0
4461,D,Dd;E,Zappa,Cagliari,7,3,4,7,3,4,0,0
4521,D,Dd;Dc;E,Muldur,Sassuolo,7,6,1,7,6,1,0,0
4891,D,Dc,Soumaoro,Bologna,7,5,2,7,5,2,0,0
4982,D,Dc,Erlic,Spezia,7,6,1,7,6,1,0,0
4994,D,Dd;E,Vojvoda,Torino,7,8,-1,7,8,-1,0,0
5375,D,Dd;E,Maehle,Atalanta,7,4,3,7,4,3,0,0
244,D,Dd;E,Ghiglione,Genoa,6,6,0,6,6,0,0,0
261,D,Dc,Ranocchia,Inter,6,2,4,6,2,4,0,0
287,D,Dd;Ds;Dc,Caceres,Fiorentina,6,7,-1,6,8,-2,0,0
288,D,Dc,Chiellini,Juventus,6,11,-5,6,11,-5,0,0
294,D,Dc,Rugani,Cagliari,6,6,0,6,6,0,0,0
460,D,Dc,Romagnoli,Milan,6,13,-7,6,13,-7,0,0
487,D,Dd;E,De Silvestri,Bologna,6,8,-2,6,8,-2,0,0
546,D,Dd;E,Bruno Peres,Roma,6,9,-3,6,9,-3,0,0
640,D,Dd;Dc,Chiriches,Sassuolo,6,5,1,6,5,1,0,0
729,D,Dd;E,Pereira P.,Crotone,6,3,3,6,3,3,0,0
2309,D,Dc,Pezzella Ger.,Fiorentina,6,10,-4,6,10,-4,0,0
4426,D,Dd;Ds;E,Toljan,Sassuolo,6,7,-1,6,8,-2,0,0
4958,D,Ds;Dc,Caldirola,Benevento,6,6,0,6,6,0,0,0
5010,D,Dc,Ismajli,Spezia,6,3,3,6,3,3,0,0
73,D,Ds;Dc,Gagliolo,Parma,5,9,-4,5,9,-4,0,0
142,D,Ds;E,Mario Rui,Napoli,5,8,-3,5,8,-3,0,0
144,D,Dc,Tonelli,Sampdoria,5,6,-1,5,6,-1,0,0
548,D,Dc,Glik,Benevento,5,8,-3,5,8,-3,0,0
1891,D,Dd;Dc,Ceccherini,Verona,5,4,1,5,4,1,0,0
2252,D,Ds;Dc,Marchizza,Spezia,5,3,2,5,3,2,0,0
2318,D,Ds;E,Rogerio,Sassuolo,5,6,-1,5,6,-1,0,0
2769,D,Dc,Magnani,Verona,5,5,0,5,5,0,0,0
2869,D,Ds;Dc,Djidji,Crotone,5,2,3,5,2,3,0,0
4323,D,Ds;E,Zeegelaar,Udinese,5,4,1,5,4,1,0,0
4493,D,Dc,Dawidowicz,Verona,5,4,1,5,4,1,0,0
4530,D,Ds;E,Kyriakopoulos,Sassuolo,5,6,-1,5,6,-1,0,0
5323,D,Dc,Martinez Quarta,Fiorentina,5,5,0,5,5,0,0,0
15,D,Dd;Dc,Masiello,Genoa,4,4,0,4,4,0,0,0
134,D,Ds;Dc,Barba,Benevento,4,2,2,4,2,2,0,0
295,D,Ds;E,Asamoah,Cagliari,4,5,-1,4,5,-1,0,0
418,D,Dc,Goldaniga,Genoa,4,5,-1,4,5,-1,0,0
425,D,Dc,Terzi,Spezia,4,3,1,4,3,1,0,0
1866,D,Dc,Ceppitelli,Cagliari,4,8,-4,4,7,-3,0,0
2016,D,Dc,Fazio,Roma,4,5,-1,4,5,-1,0,0
2083,D,Dd;Dc;E,Biraschi,Genoa,4,5,-1,4,5,-1,0,0
2141,D,Dd;E,Depaoli,Benevento,4,6,-2,4,6,-2,0,0
2174,D,Dd;Ds;E,Venuti,Fiorentina,4,3,1,4,4,0,0,0
4245,D,Dc,Smalling,Roma,4,11,-7,4,11,-7,0,0
4331,D,Dc,Ibanez,Roma,4,9,-5,4,9,-5,0,0
4332,D,Dc,Demiral,Juventus,4,6,-2,4,6,-2,0,0
4495,D,Dc,Kumbulla,Roma,4,10,-6,4,10,-6,0,0
4881,D,Ds;E,Czyborra,Genoa,4,4,0,4,4,0,0,0
4925,D,Ds;Dc,Carboni,Cagliari,4,1,3,4,1,3,0,0
4967,D,Dc,Golemic,Crotone,4,5,-1,4,5,-1,0,0
4999,D,Ds;E,Ouwejan,Udinese,4,5,-1,4,5,-1,0,0
5000,D,Dc,Magallan,Crotone,4,5,-1,4,5,-1,0,0
45,D,Dd;Dc,Ferrari A.,Sampdoria,3,3,0,3,3,0,0,0
84,D,Dc,Marrone,Crotone,3,5,-2,3,5,-2,0,0
141,D,Dd;E,Laurini,Parma,3,4,-1,3,4,-1,0,0
327,D,Dd;Dc;E,Patric,Lazio,3,4,-1,3,4,-1,0,0
365,D,Dc,Zapata C.,Genoa,3,5,-2,3,5,-2,0,0
454,D,Dc,Capradossi,Spezia,3,3,0,3,3,0,0,0
578,D,Dc,Danilo Lar.,Bologna,3,7,-4,3,6,-3,0,0
1864,D,Dc,Bruno Alves,Parma,3,8,-5,3,8,-5,0,0
2143,D,Dc,Cuomo,Crotone,3,3,0,3,3,0,0,0
2285,D,Dc,Bani,Parma,3,7,-4,3,6,-3,0,0
2288,D,Dc,N'koulou,Torino,3,11,-8,3,11,-8,0,0
2355,D,Dc,Marlon,Sassuolo,3,7,-4,3,7,-4,0,0
2724,D,Ds;Dc,Buongiorno,Torino,3,1,2,3,1,2,0,0
2746,D,Ds;E,Dijks,Bologna,3,7,-4,3,7,-4,0,0
4403,D,Dc,Chabot,Spezia,3,3,0,3,2,1,0,0
4407,D,Ds;Dc,Igor,Fiorentina,3,5,-2,3,5,-2,0,0
4934,D,Dc,Lovato,Verona,3,1,2,3,1,2,0,0
4960,D,Dc,Tuia,Benevento,3,3,0,3,3,0,0,0
4976,D,Dd;Dc,Kalulu,Milan,3,1,2,3,1,2,0,0
4983,D,Dd;E,Ferrer,Spezia,3,5,-2,3,5,-2,0,0
4985,D,Dd;E,Vignali,Spezia,3,3,0,3,3,0,0,0
5307,D,Dc,Valenti,Parma,3,5,-2,3,5,-2,0,0
5326,D,Dd;E,Busi,Parma,3,4,-1,3,4,-1,0,0
50,D,Dd;Ds;E,Mbaye,Bologna,2,3,-1,2,3,-1,0,0
106,D,Dd;Ds;E,Mattiello,Spezia,2,3,-1,1,4,-3,0,0
224,D,Dc,De Maio,Udinese,2,6,-4,2,6,-4,0,0
256,D,Ds;Dc,Juan Jesus,Roma,2,5,-3,2,6,-4,0,0
262,D,Dd;Ds;E,Santon,Roma,2,3,-1,2,3,-1,0,0
390,D,Ds;E,Ghoulam,Napoli,2,3,-1,2,3,-1,0,0
423,D,Dd;E,Rispoli,Crotone,2,5,-3,2,5,-3,0,0
2087,D,Ds;E,Olivera M.,Fiorentina,2,1,1,2,1,1,0,0
2116,D,Dd;E,Farago',Bologna,2,4,-2,2,4,-2,0,0
2171,D,Dc,Lyanco,Torino,2,6,-4,2,6,-4,0,0
2335,D,Dc,Luiz Felipe,Lazio,2,8,-6,2,8,-6,0,0
2871,D,Dc,Klavan,Cagliari,2,5,-3,2,5,-3,0,0
4519,D,Dc,Cetin,Verona,2,5,-3,2,5,-3,0,0
4959,D,Ds;E,Foulon,Benevento,2,1,1,2,1,1,0,0
4979,D,Dc,Ayhan,Sassuolo,2,7,-5,2,7,-5,0,0
4984,D,Ds;E,Ramos,Spezia,2,3,-1,2,3,-1,0,0
5327,D,Dc,Osorio,Parma,2,5,-3,2,5,-3,0,0
5353,D,Dc,Balogh,Parma,2,1,1,2,1,1,0,0
5355,D,Ds;E,Udogie,Verona,2,1,1,2,1,1,0,0
5376,D,Dc,Pastina,Benevento,2,1,1,2,1,1,0,0
5381,D,Dc,Dierckx,Parma,2,1,1,2,1,1,0,0
5385,D,Ds;E,Zagaritis,Parma,2,1,1,2,1,1,0,0
5398,D,Dd;E,Reynolds,Roma,2,2,0,2,2,0,0,0
5399,D,Dc,Antov,Bologna,2,1,1,2,1,1,0,0
11,D,Dd;E,Conti,Parma,1,5,-4,1,5,-4,0,0
324,D,Dc,Hoedt,Lazio,1,7,-6,1,7,-6,0,0
393,D,Ds;Dc,Luperto,Crotone,1,2,-1,1,2,-1,0,0
490,D,Ds;Dc;E,Regini,Sampdoria,1,1,0,1,1,0,0,0
517,D,Ds;Dc,Dell'orco,Spezia,1,4,-3,1,4,-3,0,0
521,D,Ds;Dc,Peluso,Sassuolo,1,4,-3,1,4,-3,0,0
550,D,Dd;Dc,Maksimovic,Napoli,1,9,-8,1,9,-8,0,0
630,D,Dd;E,Sala,Spezia,1,4,-3,1,4,-3,0,0
1847,D,Dc,Caldara,Atalanta,1,6,-5,2,5,-3,0,0
1868,D,Ds;E,Murru,Torino,1,5,-4,1,5,-4,0,0
1950,D,Ds;E,Mazzotta,Crotone,1,4,-3,1,4,-3,0,0
1979,D,Ds;E,Barreca,Fiorentina,1,3,-2,1,3,-2,0,0
2168,D,Dc,Musacchio,Lazio,1,7,-6,1,7,-6,0,0
2169,D,Ds;E,Rodriguez R.,Torino,1,9,-8,1,9,-8,0,0
2279,D,Dc,Romagna,Sassuolo,1,5,-4,1,5,-4,0,0
2728,D,Ds;E,Pellegrini Lu.,Genoa,1,5,-4,1,5,-4,0,0
2745,D,Dd;Dc,Calabresi,Cagliari,1,1,0,1,1,0,0,0
2801,D,Dd;Dc,Iacoponi,Parma,1,6,-5,2,7,-5,0,0
2860,D,Dd;E,Malcuit,Fiorentina,1,4,-3,1,4,-3,0,0
4366,D,Dd;Ds;Dc,Armini,Lazio,1,1,0,1,1,0,0,0
4374,D,Dc,Walukiewicz,Cagliari,1,4,-3,1,4,-3,0,0
4401,D,Dc,Gabbia,Milan,1,1,0,1,1,0,0,0
4406,D,Ds;E,Tripaldelli,Cagliari,1,1,0,1,1,0,0,0
4487,D,Dc,Ferigra,Torino,1,1,0,1,1,0,0,0
4888,D,Dc,Sutalo,Atalanta,1,3,-2,1,3,-2,0,0
4917,D,Dc,Prodl,Udinese,1,2,-1,1,2,-1,0,0
4945,D,Ds;E,Calafiori,Roma,1,1,0,1,1,0,0,0
4946,D,Ds;E,Frabotta,Juventus,1,1,0,1,1,0,0,0
4997,D,Dd;E,Ruegg,Verona,1,4,-3,1,4,-3,0,0
5300,D,Dd;Ds;E,Hickey,Bologna,1,2,-1,1,2,-1,0,0
5316,D,Dc,Amione,Verona,1,1,0,1,1,0,0,0
5354,D,Ds;E,Ruggeri,Atalanta,1,1,0,1,1,0,0,0
5365,D,Dc,Dragusin,Juventus,1,1,0,1,1,0,0,0
5379,D,Dc,Onguene',Genoa,1,5,-4,1,5,-4,0,0
5406,D,E,Di Pardo,Juventus,1,1,0,1,1,0,0,0
5408,D,Dd;E,Ghislandi,Atalanta,1,1,0,1,1,0,0,0
5424,D,Dd;Dc,Amey,Bologna,1,1,0,1,1,0,0,0
2529,C,T;A,Mkhitaryan,Roma,30,24,6,30,24,6,0,0
1850,C,M;C,Kessie',Milan,27,10,17,26,11,15,0,0
1996,C,T,De Paul,Udinese,27,20,7,27,20,7,0,0
4427,C,T,Malinovskyi,Atalanta,27,17,10,26,15,11,0,0
152,C,C;T,Zielinski,Napoli,26,12,14,26,12,14,0,0
2002,C,W;A,Chiesa,Juventus,26,23,3,26,25,1,0,0
536,C,W;A,Politano,Napoli,24,13,11,24,13,11,0,0
645,C,C;T,Milinkovic-Savic,Lazio,24,19,5,24,19,5,0,0
2085,C,T,Luis Alberto,Lazio,23,25,-2,23,25,-2,0,0
2215,C,C,Veretout,Roma,23,15,8,24,14,10,0,0
332,C,E;W,Candreva,Sampdoria,22,7,15,22,7,15,0,0
2625,C,C;T,Soriano,Bologna,22,13,9,22,14,8,0,0
632,C,C;T,Zaccagni,Verona,21,12,9,21,12,9,0,0
440,C,C,Viola,Benevento,20,9,11,20,9,11,0,0
530,C,C;T,Pellegrini Lo.,Roma,20,15,5,20,15,5,0,0
2194,C,T,Calhanoglu,Milan,20,24,-4,20,24,-4,0,0
302,C,W;T,Pereyra,Udinese,19,11,8,19,11,8,0,0
2172,C,C;T,Barak,Verona,18,11,7,18,12,6,0,0
4973,C,M;C,Mckennie,Juventus,18,6,12,18,6,12,0,0
234,C,C,Kucka,Parma,17,13,4,17,12,5,0,0
788,C,C,Freuler,Atalanta,17,11,6,17,10,7,0,0
1870,C,M;C,Barella,Inter,17,12,5,17,14,3,0,0
2077,C,C;T,Pasalic,Atalanta,17,17,0,17,16,1,0,0
236,C,E;W,Lazovic,Verona,16,13,3,17,15,2,0,0
827,C,M;C,Locatelli,Sassuolo,16,12,4,16,14,2,0,0
1995,C,T,Djuricic,Sassuolo,16,14,2,15,13,2,0,0
2833,C,T;A,Kulusevski,Juventus,16,26,-10,16,26,-10,0,0
265,C,C,Brozovic,Inter,15,13,2,15,12,3,0,0
1987,C,C;W,Jankto,Sampdoria,15,11,4,15,12,3,0,0
2556,C,T,Eriksen,Inter,15,17,-2,15,16,-1,0,0
2857,C,C;T,Traore' Hj.,Sassuolo,15,8,7,15,8,7,0,0
5001,C,T;A,Miranchuk,Atalanta,15,17,-2,15,18,-3,0,0
2741,C,C;T,Pessina,Atalanta,14,7,7,14,7,7,0,0
4377,C,C;T,Castrovilli,Fiorentina,14,15,-1,14,15,-1,0,0
4423,C,M;C,Hernani,Parma,14,6,8,14,6,8,0,0
4825,C,W;T,Diaz B.,Milan,14,13,1,14,14,0,0,0
4988,C,C,Maggiore,Spezia,14,5,9,14,5,9,0,0
2263,C,E,Lazzari,Lazio,13,11,2,13,13,0,0,0
2744,C,C;T,Svanberg,Bologna,13,4,9,13,4,9,0,0
4725,C,M,Demme,Napoli,13,7,6,13,7,6,0,0
5298,C,C,Pobega,Spezia,13,1,12,13,1,12,0,0
600,C,C;T,Verre,Sampdoria,12,8,4,12,8,4,0,0
2472,C,T,Ramsey,Juventus,12,12,0,12,10,2,0,0
2775,C,C;T,Ruiz,Napoli,12,14,-2,12,14,-2,0,0
4514,C,M;C,Nandez,Cagliari,12,10,2,12,11,1,0,0
4965,C,C,Marin,Cagliari,12,7,5,12,7,5,0,0
4978,C,W;T;A,Damsgaard,Sampdoria,12,6,6,12,8,4,0,0
22,C,M;C,De Roon,Atalanta,11,9,2,11,10,1,0,0
170,C,M;C,Badelj,Genoa,11,3,8,11,3,8,0,0
367,C,C;W;T,Bonaventura,Fiorentina,11,14,-3,12,16,-4,0,0
467,C,C;T,Nainggolan,Cagliari,11,22,-11,11,22,-11,0,0
704,C,W;A,Perisic,Inter,11,12,-1,11,13,-2,0,0
801,C,M;C,Gagliardini,Inter,11,7,4,11,7,4,0,0
1933,C,M;C,Mandragora,Torino,11,5,6,11,5,6,0,0
4404,C,M;C,Thorsby,Sampdoria,11,8,3,11,9,2,0,0
4892,C,W,Saelemaekers,Milan,11,6,5,11,5,6,0,0
470,C,M;C,Strootman,Genoa,10,8,2,11,9,2,0,0
2009,C,C,Lukic,Torino,10,4,6,10,3,7,0,0
2011,C,M;C,Miguel Veloso,Verona,10,8,2,10,8,2,0,0
2379,C,C,Rabiot,Juventus,10,10,0,10,9,1,0,0
5007,C,C;T,Ilic,Verona,10,4,6,10,4,6,0,0
28,C,C;T,Kurtic,Parma,9,9,0,9,8,1,0,0
2124,C,T,Zajc,Genoa,9,11,-2,8,10,-2,0,0
2290,C,W;T,Eysseric,Fiorentina,9,1,8,9,1,8,0,0
2414,C,C,Vidal,Inter,9,19,-10,9,19,-10,0,0
181,C,M;C,Vecino,Inter,8,7,1,8,7,1,0,0
238,C,M,Rincon,Torino,8,5,3,8,5,3,0,0
376,C,W;T;A,Verdi,Torino,8,14,-6,8,15,-7,0,0
1851,C,E;W,Molina S.,Crotone,8,6,2,8,7,1,0,0
2166,C,C,Bentancur,Juventus,8,13,-5,8,12,-4,0,0
2287,C,W;T,Ramirez,Sampdoria,8,16,-8,8,17,-9,0,0
2639,C,M,Bakayoko,Napoli,8,8,0,8,9,-1,0,0
2766,C,T,Zaniolo,Roma,8,17,-9,8,17,-9,0,0
4479,C,C;T,Elmas,Napoli,8,9,-1,8,9,-1,0,0
4681,C,W;T,Lopez M.,Sassuolo,8,6,2,8,6,2,0,0
4886,C,W;T;A,Pereiro,Cagliari,8,10,-2,8,11,-3,0,0
4890,C,M;C,Tameze,Verona,8,6,2,8,6,2,0,0
4990,C,M;C,Ricci M.,Spezia,8,6,2,8,7,1,0,0
5287,C,C;T,Arslan,Udinese,8,3,5,8,3,5,0,0
115,C,M;C,Hetemaj,Benevento,7,3,4,7,4,3,0,0
150,C,T,Saponara,Spezia,7,7,0,7,7,0,0,0
430,C,M;C,Brugman,Parma,7,5,2,7,5,2,0,0
644,C,M;C,Pulgar,Fiorentina,7,14,-7,7,14,-7,0,0
2188,C,E,Marusic,Lazio,7,4,3,7,4,3,0,0
2391,C,M;C,Ekdal,Sampdoria,7,8,-1,7,8,-1,0,0
2392,C,M,Walace,Udinese,7,6,1,7,5,2,0,0
2789,C,M;C,Meite',Milan,7,6,1,7,6,1,0,0
4285,C,C,Arthur,Juventus,7,15,-8,7,15,-8,0,0
4393,C,M;C,Schouten,Bologna,7,6,1,7,6,1,0,0
4515,C,C;T,Agudelo,Spezia,7,4,3,7,4,3,0,0
148,C,C;T,Krunic,Milan,6,5,1,6,5,1,0,0
264,C,C;T,Bessa,Verona,6,3,3,6,3,3,0,0
627,C,C,Ionita,Benevento,6,6,0,6,5,1,0,0
779,C,M;C,Cristante,Roma,6,8,-2,6,8,-2,0,0
2316,C,C,Zanellato,Crotone,6,2,4,6,2,4,0,0
2692,C,W,Castillejo,Milan,6,13,-7,6,13,-7,0,0
2703,C,C,Adrien Silva,Sampdoria,6,7,-1,6,7,-1,0,0
2839,C,W;A,Sottil,Cagliari,6,8,-2,7,9,-2,0,0
4249,C,T,Pereira A.,Lazio,6,9,-3,6,8,-2,0,0
4885,C,C,Villar,Roma,6,2,4,6,2,4,0,0
5290,C,C;T,Estevez,Spezia,6,3,3,6,3,3,0,0
5312,C,M;C,Leo' Sena,Spezia,6,2,4,6,2,4,0,0
20,C,M;C,Cigarini,Crotone,5,5,0,5,5,0,0,0
338,C,E;C,Lulic,Lazio,5,8,-3,5,8,-3,0,0
